Species,Drug,Year,countries,n_total,n_above_ecoff,n_above_bp,pct_above_ecoff,pct_above_bp,pct_above_ecoff_lo,pct_above_ecoff_hi,pct_above_bp_lo,pct_above_bp_hi
Klebsiella pneumoniae,Ceftazidime avibactam,2021,58,6574,1588,585,24.155765135381806,8.898691816245817,23.136372912061464,25.20534342037795,8.234207766238741,9.611182186822639
Klebsiella pneumoniae,Ceftazidime avibactam,2022,58,6139,1269,523,20.671119074767876,8.519302818048542,19.676639936050773,21.702280159156732,7.84664103854386,9.243844950040375
Klebsiella pneumoniae,Ceftazidime avibactam,2023,56,5072,1194,560,23.541009463722396,11.041009463722398,22.39372773557247,24.72834016637511,10.20781915072417,11.933169056614442
Klebsiella pneumoniae,Ceftazidime avibactam,2024,54,5292,1293,617,24.43310657596372,11.659108087679517,23.2942307497801,25.609073455202914,10.822113213904046,12.551725834071215
Klebsiella pneumoniae,Ceftriaxone,2004,24,830,268,213,32.28915662650602,25.662650602409638,29.196015835984646,35.545483055686475,22.808089182649347,28.74145351202798
Klebsiella pneumoniae,Ceftriaxone,2005,21,772,279,238,36.13989637305699,30.82901554404145,32.827412252044184,39.58963280696988,27.673149837498386,34.17472557123135
Klebsiella pneumoniae,Ceftriaxone,2006,40,1736,686,574,39.516129032258064,33.064516129032256,37.241952553456834,41.83660094608284,30.89103116617106,35.312786025393024
Klebsiella pneumoniae,Ceftriaxone,2007,37,2345,978,775,41.70575692963752,33.04904051172708,39.7252439879071,43.713399836299374,31.174261025808264,34.97926555579621
Klebsiella pneumoniae,Ceftriaxone,2008,41,3163,1526,1190,48.245336705659184,37.622510275055326,46.50711086125512,49.98781945201243,35.950233614361835,39.324815352201114
Klebsiella pneumoniae,Ceftriaxone,2009,45,3582,1676,1341,46.78950307091011,37.437185929648244,45.15979126081268,48.42609359658304,35.866561191231405,39.03472738118666
Klebsiella pneumoniae,Ceftriaxone,2010,42,2839,1435,1167,50.54596688974991,41.1060232476224,48.70735436092974,52.38310391643266,39.30932899074403,42.926753910288
Klebsiella pneumoniae,Ceftriaxone,2011,28,1751,737,613,42.090234151913194,35.00856653340948,39.79757070096541,44.41752755718994,32.809398486951494,37.27336896984112
Klebsiella pneumoniae,Ceftriaxone,2012,22,1666,735,622,44.11764705882353,37.334933973589436,41.749622289496145,46.5127364533259,35.04392468501538,39.68421505718311
Klebsiella pneumoniae,Ceftriaxone,2013,28,2149,916,765,42.624476500698,35.59795253606328,40.548612584416404,44.72666169548111,33.600913845604964,37.646388297160236
Klebsiella pneumoniae,Ceftriaxone,2014,24,1972,898,755,45.537525354969574,38.28600405679513,43.35032020263012,47.7420825195474,36.16535296506765,40.45220418064836
Klebsiella pneumoniae,Ceftriaxone,2015,38,2414,1145,994,47.43164871582436,41.1764705882353,45.44537046303554,49.426088145318325,39.2287316713127,43.15224709609655
Klebsiella pneumoniae,Ceftriaxone,2016,48,6565,3188,2776,48.56054836252856,42.28484386900229,47.35275906118239,49.770021246656995,41.09469630191693,43.48401508348674
Klebsiella pneumoniae,Ceftriaxone,2017,46,6151,2913,2518,47.358153145829945,40.936433100308896,46.11240996542486,48.60719407028539,39.713635444055726,42.17054455538099
Klebsiella pneumoniae,Colistin,2018,52,4303,176,176,4.090169649082036,4.090169649082036,3.5381809793396495,4.724056259319496,3.5381809793396495,4.724056259319496
Klebsiella pneumoniae,Colistin,2019,51,5638,226,226,4.008513657325293,4.008513657325293,3.5270181350206884,4.552639227701057,3.5270181350206884,4.552639227701057
Klebsiella pneumoniae,Colistin,2020,56,6208,282,282,4.542525773195877,4.542525773195877,4.052039405843378,5.089234765189598,4.052039405843378,5.089234765189598
Klebsiella pneumoniae,Colistin,2021,58,6574,330,330,5.0197748707027685,5.0197748707027685,4.517716594120401,5.574370042149954,4.517716594120401,5.574370042149954
Klebsiella pneumoniae,Colistin,2022,58,6139,290,290,4.723896400065157,4.723896400065157,4.220930346747925,5.283489761349417,4.220930346747925,5.283489761349417
Klebsiella pneumoniae,Colistin,2023,56,5072,241,241,4.7515772870662465,4.7515772870662465,4.19957024012756,5.372073452100232,4.19957024012756,5.372073452100232
Klebsiella pneumoniae,Colistin,2024,54,5292,253,253,4.780801209372638,4.780801209372638,4.238030094843592,5.389173868589035,4.238030094843592,5.389173868589035
Klebsiella pneumoniae,Imipenem,2012,33,1946,292,132,15.00513874614594,6.7831449126413155,13.487455205291521,16.660711773178267,5.748924439264736,7.987651814616459
Klebsiella pneumoniae,Imipenem,2013,39,3088,402,214,13.018134715025907,6.930051813471502,11.8770743096094,14.251091367062301,6.086781770340383,7.880346382000561
Klebsiella pneumoniae,Imipenem,2014,38,4249,641,320,15.085902565309485,7.531183807954813,14.041294830666128,16.193583926776572,6.775499478888467,8.363589646696532
Klebsiella pneumoniae,Imipenem,2015,34,3682,671,330,18.22379141770777,8.962520369364476,17.010197904004208,19.50362055120694,8.082141958837896,9.928438969216833
Klebsiella pneumoniae,Imipenem,2016,32,4136,713,374,17.238878143133462,9.042553191489361,16.118277643336086,18.420278314505097,8.206115650587911,9.955001539510217
Klebsiella pneumoniae,Imipenem,2017,33,4208,835,448,19.84315589353612,10.64638783269962,18.665899597028083,21.075421988456426,9.750118587161905,11.614442914463268
Klebsiella pneumoniae,Imipenem,2018,52,4303,1025,657,23.820590285847082,15.268417383221008,22.571502198295025,25.116379476900896,14.22474154873791,16.37405042958459
Klebsiella pneumoniae,Imipenem,2019,51,5638,1547,974,27.438808087974458,17.27562965590635,26.28974806542021,28.618591373601028,16.31121816421884,18.28460437115394
Klebsiella pneumoniae,Imipenem,2020,56,6208,1801,1140,29.010953608247423,18.36340206185567,27.89532495148596,30.152541896443168,17.41992145239481,19.346011386694055
Klebsiella pneumoniae,Imipenem,2021,58,6574,1933,1411,29.40371159111652,21.463340432004866,28.314646025713042,30.51683361767894,20.48768407845625,22.472327598798806
Klebsiella pneumoniae,Imipenem,2022,58,6138,1576,1133,25.676115998696645,18.45878136200717,24.598708009949863,26.783951083087885,17.508046779283937,19.448971307870178
Klebsiella pneumoniae,Imipenem,2023,56,5072,1401,1044,27.62223974763407,20.58359621451104,26.408999534608224,28.86935148529528,19.49336720999066,21.71835060648161
Klebsiella pneumoniae,Imipenem,2024,54,5292,1578,1195,29.81859410430839,22.58125472411187,28.601076650813578,31.065389639594294,21.47486598329853,23.727421083538392
Klebsiella pneumoniae,Meropenem,2007,37,2292,316,79,13.787085514834207,3.4467713787085517,12.436115625720594,15.259240095719642,2.774391107364619,4.274939681523012
Klebsiella pneumoniae,Meropenem,2008,41,3163,366,139,11.571293076193488,4.394562124565286,10.502837544028091,12.732978596092654,3.7338479617268105,5.165917387614345
Klebsiella pneumoniae,Meropenem,2009,45,3582,411,203,11.474036850921273,5.667225013958682,10.471344824508574,12.559273464240187,4.956450249584475,6.472985868193081
Klebsiella pneumoniae,Meropenem,2010,42,2839,388,160,13.66678407890102,5.635787249031349,12.452244363906884,14.979516081299177,4.845897858614876,6.545573087325051
Klebsiella pneumoniae,Meropenem,2011,28,1751,220,139,12.564249000571102,7.938320959451742,11.0932839082397,14.199112541008136,6.762217434313214,9.298575830173483
Klebsiella pneumoniae,Meropenem,2012,42,3616,467,288,12.914823008849558,7.964601769911504,11.86097449274569,14.047382806588432,7.126095066216497,8.892326331984748
Klebsiella pneumoniae,Meropenem,2013,49,5237,691,384,13.194577047928203,7.332442237922475,12.304897763823206,14.138211986963631,6.657298858779797,8.0701349872037
Klebsiella pneumoniae,Meropenem,2014,44,6224,863,544,13.865681233933161,8.740359897172237,13.029382399909897,14.746556828129757,8.06391972908248,9.467699629568399
Klebsiella pneumoniae,Meropenem,2015,48,5967,842,564,14.11094352270823,9.451985922574158,13.250697954351592,15.017368958181388,8.735568028543826,10.22057854856266
Klebsiella pneumoniae,Meropenem,2016,48,6565,1041,651,15.856816450875856,9.916222391469915,14.993231428016571,16.76033534470268,9.216513354011333,10.662813419314876
Klebsiella pneumoniae,Meropenem,2017,46,6151,1004,641,16.322549178995285,10.42106974475695,15.42003982189009,17.267097162564024,9.682066649789622,11.209478119051091
Klebsiella pneumoniae,Meropenem,2018,52,4303,862,652,20.032535440390426,15.152219381826633,18.86362090483597,21.254908540494817,14.1120046349248,16.25459862469018
Klebsiella pneumoniae,Meropenem,2019,51,5638,1242,970,22.02908832919475,17.20468251152891,20.966526204213654,23.129740537403077,16.241923411618085,18.212101449034634
Klebsiella pneumoniae,Meropenem,2020,56,6208,1425,1092,22.954252577319586,17.59020618556701,21.925055766986883,24.016900056246413,16.66322668804377,18.55727070108393
Klebsiella pneumoniae,Meropenem,2021,58,6574,1653,1346,25.14450867052023,20.474596896866444,24.110492925550272,26.207555624894695,19.51654720799998,21.467132251249517
Klebsiella pneumoniae,Meropenem,2022,58,6139,1377,1121,22.430363251343866,18.26030298094152,21.404357937981327,23.49085020483384,17.313821325819802,19.246481815258683
Klebsiella pneumoniae,Meropenem,2023,56,5072,1225,1038,24.152208201892744,20.465299684542586,22.99415361237407,25.349386640571737,19.377533001522483,21.597770811530776
Klebsiella pneumoniae,Meropenem,2024,54,5292,1394,1177,26.3416477702192,22.2411186696901,25.172334128675555,27.54528365745803,21.141032229763198,23.381476179046885
Pseudomonas aeruginosa,Cefepime,2008,42,3177,985,572,31.004091910607492,18.004406672961913,29.419564450299028,32.634501568838616,16.707240916389686,19.37885371236492
Pseudomonas aeruginosa,Cefepime,2009,45,3540,1077,646,30.423728813559322,18.24858757062147,28.93002684272186,31.95987141866289,17.010873400005032,19.5551376328903
Pseudomonas aeruginosa,Cefepime,2010,41,2780,874,500,31.43884892086331,17.985611510791365,29.73963248457506,33.189290901845744,16.60240212175458,19.457175036994492
Pseudomonas aeruginosa,Cefepime,2011,28,1864,458,228,24.570815450643778,12.231759656652361,22.670063979308015,26.576163770741918,10.82150040459033,13.797369502656823
Pseudomonas aeruginosa,Cefepime,2012,42,3004,643,188,21.40479360852197,6.25832223701731,19.975060879999198,22.907566960578926,5.446788594448191,7.181585075539767
Pseudomonas aeruginosa,Cefepime,2013,47,4246,962,240,22.656617993405558,5.652378709373528,21.42254010419768,23.94012759766193,4.997015483850785,6.3879141307931775
Pseudomonas aeruginosa,Cefepime,2014,44,5964,1426,220,23.910127431254192,3.6887994634473507,22.84462514840706,25.009217459956012,3.239469537500797,4.1977497968814825
Pseudomonas aeruginosa,Cefepime,2015,47,5732,1319,252,23.01116538729937,4.3963712491277045,21.93982775688966,24.118653423025386,3.8954757065340533,4.958350928435522
Pseudomonas aeruginosa,Cefepime,2016,50,6427,1420,306,22.09428971526373,4.7611638400497895,21.09682005765957,23.12509828741196,4.267037591643542,5.309336865170214
Pseudomonas aeruginosa,Cefepime,2017,46,6210,1354,239,21.80354267310789,3.848631239935588,20.794169730953563,22.84777827805415,3.3980139052159917,4.356311048419715
Pseudomonas aeruginosa,Cefepime,2018,53,5079,1125,677,22.15002953337271,13.329395550305177,21.0292909635829,23.31286444457779,12.42229246131489,14.291927720869122
Pseudomonas aeruginosa,Cefepime,2019,53,7655,1713,1058,22.377531025473548,13.821032005225343,21.45788594266345,23.32488541070544,13.066040230975423,14.612316478958437
Pseudomonas aeruginosa,Cefepime,2020,54,8151,1732,995,21.248926512084406,12.207091154459576,20.37452200982012,22.15041825213554,11.514151330680894,12.935636796886602
Pseudomonas aeruginosa,Cefepime,2021,57,8822,1932,1234,21.89979596463387,13.987757878032193,21.0491279876621,22.77492524133748,13.279619762359559,14.72724474289727
Pseudomonas aeruginosa,Cefepime,2022,58,8238,1594,948,19.349356639961155,11.507647487254188,18.51067205904851,20.216613278437308,10.83641378939012,12.21476316315148
Pseudomonas aeruginosa,Cefepime,2023,56,5876,1198,723,20.38801906058543,12.30428863172226,19.377409436426017,21.43732129446047,11.488935260653536,13.16889725021633
Pseudomonas aeruginosa,Cefepime,2024,55,4845,938,585,19.36016511867905,12.074303405572756,18.272037030741757,20.496841572228647,11.186754832685928,13.021944684294953
Pseudomonas aeruginosa,Ceftazidime avibactam,2012,33,1318,160,39,12.139605462822459,2.959028831562974,10.485612312354784,14.013653969519552,2.1720596661109544,4.019413469684811
Pseudomonas aeruginosa,Ceftazidime avibactam,2013,37,1970,365,167,18.527918781725887,8.47715736040609,16.87407966807145,20.304258822150587,7.326512310169471,9.789424601123468
Pseudomonas aeruginosa,Ceftazidime avibactam,2014,38,3936,815,370,20.70630081300813,9.40040650406504,19.469282013938415,22.000444011782154,8.527866885023288,10.352117667536524
Pseudomonas aeruginosa,Ceftazidime avibactam,2015,34,3585,630,326,17.573221757322177,9.093444909344491,16.36227117719569,18.85359091429934,8.195552126074887,10.078909600529384
Pseudomonas aeruginosa,Ceftazidime avibactam,2016,33,4030,638,354,15.831265508684863,8.784119106699752,14.736858930019054,16.990750394390524,7.948967610567981,9.697771015317505
Pseudomonas aeruginosa,Ceftazidime avibactam,2017,33,4195,659,338,15.709177592371871,8.057210965435042,14.639450255637303,16.841649275849953,7.2714346549800135,8.91973296799658
Pseudomonas aeruginosa,Ceftazidime avibactam,2018,53,5079,996,515,19.61015948021264,10.139791297499508,18.54135489309376,20.724899523658465,9.339532369773789,11.000300520874013
Pseudomonas aeruginosa,Ceftazidime avibactam,2019,53,7655,1409,691,18.406270411495754,9.026779882429784,17.554055987244116,19.290177882759508,8.405216646000714,9.689445141581004
Pseudomonas aeruginosa,Ceftazidime avibactam,2020,54,8151,1471,829,18.04686541528647,10.170531223162802,17.227094024514315,18.89674080043278,9.532998466176242,10.845588502221053
Pseudomonas aeruginosa,Ceftazidime avibactam,2021,57,8822,1508,870,17.093629562457494,9.861709362956246,16.322439188620802,17.893465016214126,9.25691941370969,10.501439797217103
Pseudomonas aeruginosa,Ceftazidime avibactam,2022,58,8238,1266,752,15.367807720320465,9.128429230395728,14.60519060388133,16.162708432889783,8.525391288559977,9.769567020871609
Pseudomonas aeruginosa,Ceftazidime avibactam,2023,56,5876,1045,619,17.78420694349898,10.534377127297482,16.827655189569864,18.782853588342853,9.775048139881855,11.34527402386858
Pseudomonas aeruginosa,Ceftazidime avibactam,2024,55,4845,756,466,15.603715170278639,9.618163054695563,14.609180965538219,16.652749780066483,8.819657979698706,10.480652553619985
Pseudomonas aeruginosa,Colistin,2018,53,5079,28,94,0.5512896239417208,1.85075802323292,0.3817030852773841,0.7956198610609495,1.5148438645419662,2.2594516820518598
Pseudomonas aeruginosa,Colistin,2019,53,7655,15,86,0.1959503592423253,1.123448726322665,0.11878824379397702,0.3230730873570796,0.9106518861256279,1.3852757651535006
Pseudomonas aeruginosa,Colistin,2020,54,8151,7,21,0.0858790332474543,0.2576370997423629,0.041606599993715646,0.17717703805477014,0.16857825624889855,0.39355969642839905
Pseudomonas aeruginosa,Colistin,2021,57,8822,30,34,0.3400589435502154,0.3854001360235774,0.23831237809078704,0.48503461515131235,0.27593665710758475,0.5380532514568227
Pseudomonas aeruginosa,Colistin,2022,58,8238,13,14,0.15780529254673464,0.16994416120417577,0.09224863933742676,0.26982407183753526,0.10126241391364964,0.2850767189098328
Pseudomonas aeruginosa,Colistin,2023,56,5876,10,15,0.17018379850238258,0.25527569775357384,0.09246891607810619,0.3130090034826017,0.1547658813100098,0.42078465109297825
Pseudomonas aeruginosa,Colistin,2024,55,4845,8,12,0.1651186790505676,0.2476780185758514,0.08369267626735706,0.3255073148892902,0.14174220878429616,0.43244564736939956
Pseudomonas aeruginosa,Meropenem,2007,37,2315,684,508,29.546436285097194,21.943844492440604,27.722991061260306,31.437649421611656,20.305176267428674,23.675469970428416
Pseudomonas aeruginosa,Meropenem,2008,42,3177,1098,815,34.56090651558074,25.653131885426504,32.92676879444987,36.232335401717506,24.164576037935532,27.200494493635247
Pseudomonas aeruginosa,Meropenem,2009,45,3540,1240,980,35.02824858757062,27.683615819209038,33.47373289417669,36.61522248610313,26.23447900662911,29.18113373001441
Pseudomonas aeruginosa,Meropenem,2010,41,2780,934,731,33.597122302158276,26.294964028776977,31.86504233737703,35.374471352948326,24.691997805712106,27.96335202306951
Pseudomonas aeruginosa,Meropenem,2011,28,1864,574,433,30.793991416309012,23.22961373390558,28.739570205661018,32.927411934672044,21.368759494551924,25.200581533454226
Pseudomonas aeruginosa,Meropenem,2012,42,3004,864,647,28.761651131824234,21.537949400798936,27.170898670827082,30.40665262403769,20.104745733010766,23.04385357280331
Pseudomonas aeruginosa,Meropenem,2013,47,4246,1207,905,28.4267545925577,21.314178049929346,27.089986472903092,29.80252310065711,20.10858996127405,22.571624733700112
Pseudomonas aeruginosa,Meropenem,2014,44,5964,1779,1397,29.82897384305835,23.42387659289068,28.681138304591226,31.002777285293593,22.366324765044077,24.515642159284635
Pseudomonas aeruginosa,Meropenem,2015,47,5732,1681,1302,29.32658757850663,22.714584787159804,28.16218083638092,30.518685484368486,21.648401554945305,23.81731568189188
Pseudomonas aeruginosa,Meropenem,2016,50,6427,1870,1474,29.096001244748717,22.93449509880193,27.998307515438004,30.2186689532565,21.923018994469693,23.97830632543659
Pseudomonas aeruginosa,Meropenem,2017,46,6210,1659,1258,26.714975845410628,20.25764895330113,25.62912388456347,27.82961787501686,19.276541156522146,21.27553078673157
Pseudomonas aeruginosa,Meropenem,2018,53,5079,1372,1057,27.01319157314432,20.81118330379996,25.809751936328617,28.251376687939743,19.71699724684844,21.949489421655073
Pseudomonas aeruginosa,Meropenem,2019,53,7655,2025,1594,26.453298497713913,20.822991508817765,25.47719494085312,27.45302277702223,19.928144336192023,21.747107410201654
Pseudomonas aeruginosa,Meropenem,2020,54,8151,2084,1625,25.567415041099252,19.936204146730464,24.632039068850915,26.52580967520059,19.0831296020678,20.817602683796228
Pseudomonas aeruginosa,Meropenem,2021,57,8822,2235,1680,25.334391294491045,19.043300838812062,24.43769110873668,26.25256295592773,18.23750623356127,19.876043330132905
Pseudomonas aeruginosa,Meropenem,2022,58,8238,1835,1406,22.274823986404467,17.067249332362223,21.38934823758697,23.186144717192285,16.270220755355705,17.89497731220827
Pseudomonas aeruginosa,Meropenem,2023,56,5876,1366,1042,23.24710687542546,17.733151803948264,22.184758675843426,24.34441184654368,16.777733380143225,18.730731830064116
Pseudomonas aeruginosa,Meropenem,2024,55,4845,1146,890,23.653250773993808,18.369453044375646,22.477835341031287,24.870412241785633,17.304281637485655,19.484742585520163
